src_claim_id,dst_claim_id,src_paper,src_kind,src_label,src_section,src_line_start,src_line_end,dst_paper,dst_kind,dst_label,dst_section,dst_line_start,dst_line_end
GLC3:proposition:p:IndCoh^! dual of IndCoh^*,GLC3:lemma:l:IndCoh vs QCoh arcs,GLC3,proposition,p:IndCoh^! dual of IndCoh^*,The spectral semi-infinite category/ies over the Ran space,23103,23105,GLC3,lemma,l:IndCoh vs QCoh arcs,The spectral semi-infinite category/ies over the Ran space,22824,22829
GLC3:proposition:p:IndCoh^! dual of IndCoh^*,GLC3:lemma:l:descent for IndCoh^*,GLC3,proposition,p:IndCoh^! dual of IndCoh^*,The spectral semi-infinite category/ies over the Ran space,23103,23105,GLC3,lemma,l:descent for IndCoh^*,The spectral semi-infinite category/ies over the Ran space,22782,22798
GLC3:proposition:p:t semiinf spec,GLC3:lemma:l:KM to Sph gen,GLC3,proposition,p:t semiinf spec,The spectral semi-infinite category/ies over the Ran space,23540,23544,GLC3,lemma,l:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,4905,4920
GLC3:proposition:p:t semiinf spec,GLC3:proposition:p:IndCoh',GLC3,proposition,p:t semiinf spec,The spectral semi-infinite category/ies over the Ran space,23540,23544,GLC3,proposition,p:IndCoh',The spectral semi-infinite category/ies over the Ran space,22948,22950
GLC3:proposition:p:t semiinf spec,GLC3:theorem:t:Omega comp,GLC3,proposition,p:t semiinf spec,The spectral semi-infinite category/ies over the Ran space,23540,23544,GLC3,theorem,t:Omega comp,Proof of semi-infinite Casselman-Shalika,24240,24246
GLC3:proposition:p:t semiinf spec,GLC3:theorem:t:semiinf CS,GLC3,proposition,p:t semiinf spec,The spectral semi-infinite category/ies over the Ran space,23540,23544,GLC3,theorem,t:semiinf CS,Spectral semi-infinite category/ies,4071,4088
GLC3:proposition:p:t semiinf spec,GLC3:theorem:t:semiinf geom Satake,GLC3,proposition,p:t semiinf spec,The spectral semi-infinite category/ies over the Ran space,23540,23544,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:auto0221@L23902,GLC3:lemma:l:Gr G to M,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,23902,23908,GLC3,lemma,l:Gr G to M,Proof of semi-infinite Casselman-Shalika,23866,23869
GLC3:remark:auto0223@L23997,GLC3:theorem:t:Whit vs Omega,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,23997,24002,GLC3,theorem,t:Whit vs Omega,Proof of semi-infinite Casselman-Shalika,23970,23987
GLC3:remark:auto0223@L23997,GLC3:theorem:t:Whit vs Omega bis,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,23997,24002,GLC3,theorem,t:Whit vs Omega bis,Proof of semi-infinite Casselman-Shalika,24392,24396
GLC3:remark:auto0223@L23997,GLC3:theorem:t:semiinf CS,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,23997,24002,GLC3,theorem,t:semiinf CS,Spectral semi-infinite category/ies,4071,4088
GLC3:remark:auto0225@L24123,GLC3:theorem:t:LS N vs Omega,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24123,24133,GLC3,theorem,t:LS N vs Omega,Proof of semi-infinite Casselman-Shalika,24117,24119
GLC3:remark:auto0225@L24123,GLC3:theorem:t:LS N vs Omega bis,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24123,24133,GLC3,theorem,t:LS N vs Omega bis,Proof of semi-infinite Casselman-Shalika,24296,24301
GLC3:remark:auto0225@L24123,GLC3:theorem:t:Whit vs Omega,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24123,24133,GLC3,theorem,t:Whit vs Omega,Proof of semi-infinite Casselman-Shalika,23970,23987
GLC3:remark:auto0225@L24123,GLC3:theorem:t:Whit vs Omega bis,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24123,24133,GLC3,theorem,t:Whit vs Omega bis,Proof of semi-infinite Casselman-Shalika,24392,24396
GLC3:theorem:t:LS N vs Omega pt,GLC3:theorem:t:semiinf CS,GLC3,theorem,t:LS N vs Omega pt,Proof of semi-infinite Casselman-Shalika,24169,24171,GLC3,theorem,t:semiinf CS,Spectral semi-infinite category/ies,4071,4088
GLC3:theorem:t:ident Omega,GLC3:theorem:t:ident Omega bis,GLC3,theorem,t:ident Omega,Proof of semi-infinite Casselman-Shalika,24181,24186,GLC3,theorem,t:ident Omega bis,Proof of semi-infinite Casselman-Shalika,24195,24204
GLC3:theorem:t:ident Omega,GLC3:theorem:t:semiinf geom Satake,GLC3,theorem,t:ident Omega,Proof of semi-infinite Casselman-Shalika,24181,24186,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:theorem:t:ident Omega bis,GLC3:corollary:c:!-Jacquet on Whit,GLC3,theorem,t:ident Omega bis,Proof of semi-infinite Casselman-Shalika,24195,24204,GLC3,corollary,c:!-Jacquet on Whit,Spectral semi-infinite category/ies,3707,3716
GLC3:theorem:t:ident Omega bis,GLC3:remark:r:! Jaq,GLC3,theorem,t:ident Omega bis,Proof of semi-infinite Casselman-Shalika,24195,24204,GLC3,remark,r:! Jaq,Spectral semi-infinite category/ies,3718,3730
GLC3:remark:auto0229@L24209,GLC3:theorem:t:ident Omega,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24209,24212,GLC3,theorem,t:ident Omega,Proof of semi-infinite Casselman-Shalika,24181,24186
GLC3:remark:auto0229@L24209,GLC3:theorem:t:ident Omega bis,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24209,24212,GLC3,theorem,t:ident Omega bis,Proof of semi-infinite Casselman-Shalika,24195,24204
GLC3:remark:auto0230@L24214,GLC3:theorem:t:Omega comp,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24214,24229,GLC3,theorem,t:Omega comp,Proof of semi-infinite Casselman-Shalika,24240,24246
GLC3:remark:auto0230@L24214,GLC3:theorem:t:ident Omega bis,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24214,24229,GLC3,theorem,t:ident Omega bis,Proof of semi-infinite Casselman-Shalika,24195,24204
GLC3:theorem:t:Omega comp,GLC3:theorem:t:LS N vs Omega,GLC3,theorem,t:Omega comp,Proof of semi-infinite Casselman-Shalika,24240,24246,GLC3,theorem,t:LS N vs Omega,Proof of semi-infinite Casselman-Shalika,24117,24119
GLC3:theorem:t:LS N vs Omega bis,GLC3:theorem:t:LS N vs Omega,GLC3,theorem,t:LS N vs Omega bis,Proof of semi-infinite Casselman-Shalika,24296,24301,GLC3,theorem,t:LS N vs Omega,Proof of semi-infinite Casselman-Shalika,24117,24119
GLC3:theorem:t:LS N vs Omega bis,GLC3:theorem:t:LS N vs Omega pt,GLC3,theorem,t:LS N vs Omega bis,Proof of semi-infinite Casselman-Shalika,24296,24301,GLC3,theorem,t:LS N vs Omega pt,Proof of semi-infinite Casselman-Shalika,24169,24171
GLC3:theorem:t:LS N vs Omega bis,GLC3:theorem:t:Omega comp,GLC3,theorem,t:LS N vs Omega bis,Proof of semi-infinite Casselman-Shalika,24296,24301,GLC3,theorem,t:Omega comp,Proof of semi-infinite Casselman-Shalika,24240,24246
GLC3:theorem:t:LS N vs Omega bis,GLC3:theorem:t:ident Omega,GLC3,theorem,t:LS N vs Omega bis,Proof of semi-infinite Casselman-Shalika,24296,24301,GLC3,theorem,t:ident Omega,Proof of semi-infinite Casselman-Shalika,24181,24186
GLC3:theorem:t:Whit vs Omega bis,GLC3:lemma:l:KM to Sph gen,GLC3,theorem,t:Whit vs Omega bis,Proof of semi-infinite Casselman-Shalika,24392,24396,GLC3,lemma,l:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,4905,4920
GLC3:theorem:t:Whit vs Omega bis,GLC3:theorem:t:LS N vs Omega bis,GLC3,theorem,t:Whit vs Omega bis,Proof of semi-infinite Casselman-Shalika,24392,24396,GLC3,theorem,t:LS N vs Omega bis,Proof of semi-infinite Casselman-Shalika,24296,24301
GLC3:theorem:t:Whit vs Omega bis,GLC3:theorem:t:Whit vs Omega,GLC3,theorem,t:Whit vs Omega bis,Proof of semi-infinite Casselman-Shalika,24392,24396,GLC3,theorem,t:Whit vs Omega,Proof of semi-infinite Casselman-Shalika,23970,23987
GLC3:theorem:t:Whit vs Omega bis,GLC3:theorem:t:ident Omega,GLC3,theorem,t:Whit vs Omega bis,Proof of semi-infinite Casselman-Shalika,24392,24396,GLC3,theorem,t:ident Omega,Proof of semi-infinite Casselman-Shalika,24181,24186
GLC3:theorem:t:Whit vs Omega bis,GLC3:theorem:t:semiinf CS,GLC3,theorem,t:Whit vs Omega bis,Proof of semi-infinite Casselman-Shalika,24392,24396,GLC3,theorem,t:semiinf CS,Spectral semi-infinite category/ies,4071,4088
GLC3:remark:auto0235@L24459,GLC3:theorem:t:LS H,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24459,24468,GLC3,theorem,t:LS H,Sheaves on the (pointwise) \texorpdfstring{$\LS_{\sH}^\mer$}{LSunip} for a unipotent group,24523,24525
GLC3:remark:auto0235@L24459,GLC3:theorem:t:LS N vs Omega pt,GLC3,remark,,Proof of semi-infinite Casselman-Shalika,24459,24468,GLC3,theorem,t:LS N vs Omega pt,Proof of semi-infinite Casselman-Shalika,24169,24171
GLC3:proposition:p:P to Omega,GLC3:theorem:t:LS H,GLC3,proposition,p:P to Omega,Sheaves on the (pointwise) \texorpdfstring{$\LS_{\sH}^\mer$}{LSunip} for a unipotent group,24581,24583,GLC3,theorem,t:LS H,Sheaves on the (pointwise) \texorpdfstring{$\LS_{\sH}^\mer$}{LSunip} for a unipotent group,24523,24525
GLC3:remark:auto0238@L24587,GLC3:proposition:p:P to Omega,GLC3,remark,,Sheaves on the (pointwise) \texorpdfstring{$\LS_{\sH}^\mer$}{LSunip} for a unipotent group,24587,24595,GLC3,proposition,p:P to Omega,Sheaves on the (pointwise) \texorpdfstring{$\LS_{\sH}^\mer$}{LSunip} for a unipotent group,24581,24583
GLC3:proposition:p:as good as conn,GLC3:proposition:p:LS H as quot Spec,GLC3,proposition,p:as good as conn,Sheaves on the (pointwise) \texorpdfstring{$\LS_{\sH}^\mer$}{LSunip} for a unipotent group,24765,24768,GLC3,proposition,p:LS H as quot Spec,Sheaves on the (pointwise) \texorpdfstring{$\LS_{\sH}^\mer$}{LSunip} for a unipotent group,24759,24763
GLC3:remark:auto0241@L24847,GLC3:theorem:t:Omega comp,GLC3,remark,,Sheaves on the (pointwise) \texorpdfstring{$\LS_{\sH}^\mer$}{LSunip} for a unipotent group,24847,24856,GLC3,theorem,t:Omega comp,Proof of semi-infinite Casselman-Shalika,24240,24246
GLC3:proposition:p:Omega almost ULA,GLC3:theorem:t:Omega comp,GLC3,proposition,p:Omega almost ULA,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},24934,24937,GLC3,theorem,t:Omega comp,Proof of semi-infinite Casselman-Shalika,24240,24246
GLC3:proposition:p:base change fin c.d.,GLC3:lemma:l:compact vs almost compact,GLC3,proposition,p:base change fin c.d.,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25082,25088,GLC3,lemma,l:compact vs almost compact,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},24978,24981
GLC3:proposition:p:base change fin c.d.,GLC3:theorem:t:LS N vs Omega pt,GLC3,proposition,p:base change fin c.d.,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25082,25088,GLC3,theorem,t:LS N vs Omega pt,Proof of semi-infinite Casselman-Shalika,24169,24171
GLC3:proposition:p:base change fin c.d.,GLC3:theorem:t:Omega comp,GLC3,proposition,p:base change fin c.d.,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25082,25088,GLC3,theorem,t:Omega comp,Proof of semi-infinite Casselman-Shalika,24240,24246
GLC3:corollary:c:inner Hom ten,GLC3:lemma:l:inner Hom ten,GLC3,corollary,c:inner Hom ten,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25176,25181,GLC3,lemma,l:inner Hom ten,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25151,25154
GLC3:corollary:c:inner Hom ten,GLC3:proposition:p:base change fin c.d.,GLC3,corollary,c:inner Hom ten,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25176,25181,GLC3,proposition,p:base change fin c.d.,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25082,25088
GLC3:corollary:c:inner Hom ten,GLC3:proposition:p:semiinf Sat IC,GLC3,corollary,c:inner Hom ten,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25176,25181,GLC3,proposition,p:semiinf Sat IC,Spectral semi-infinite category/ies,3815,3818
GLC3:corollary:c:inner Hom ten,GLC3:theorem:t:semiinf CS,GLC3,corollary,c:inner Hom ten,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25176,25181,GLC3,theorem,t:semiinf CS,Spectral semi-infinite category/ies,4071,4088
GLC3:corollary:c:inner Hom ten,GLC3:theorem:t:semiinf geom Satake,GLC3,corollary,c:inner Hom ten,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},25176,25181,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:proposition:p:iota diag,GLC3:proposition:p:F spec ff on pos,GLC3,proposition,p:iota diag,Proof of semi-infinite geometric Satake,25518,25545,GLC3,proposition,p:F spec ff on pos,Proof of semi-infinite geometric Satake,25451,25456
GLC3:proposition:p:iota diag,GLC3:proposition:p:t semiinf spec,GLC3,proposition,p:iota diag,Proof of semi-infinite geometric Satake,25518,25545,GLC3,proposition,p:t semiinf spec,The spectral semi-infinite category/ies over the Ran space,23540,23544
GLC3:proposition:p:iota diag,GLC3:theorem:t:LS N vs Omega bis,GLC3,proposition,p:iota diag,Proof of semi-infinite geometric Satake,25518,25545,GLC3,theorem,t:LS N vs Omega bis,Proof of semi-infinite Casselman-Shalika,24296,24301
GLC3:proposition:p:iota diag,GLC3:theorem:t:Omega comp,GLC3,proposition,p:iota diag,Proof of semi-infinite geometric Satake,25518,25545,GLC3,theorem,t:Omega comp,Proof of semi-infinite Casselman-Shalika,24240,24246
GLC3:proposition:p:iota diag,GLC3:theorem:t:ident Omega bis,GLC3,proposition,p:iota diag,Proof of semi-infinite geometric Satake,25518,25545,GLC3,theorem,t:ident Omega bis,Proof of semi-infinite Casselman-Shalika,24195,24204
GLC3:proposition:p:iota diag,GLC3:theorem:t:semiinf geom Satake,GLC3,proposition,p:iota diag,Proof of semi-infinite geometric Satake,25518,25545,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:corollary:c:Omega to Omega spec,GLC3:proposition:p:F spec ff on pos,GLC3,corollary,c:Omega to Omega spec,Proof of semi-infinite geometric Satake,25874,25877,GLC3,proposition,p:F spec ff on pos,Proof of semi-infinite geometric Satake,25451,25456
GLC3:corollary:c:Omega to Omega spec,GLC3:proposition:p:semiinf Sat IC,GLC3,corollary,c:Omega to Omega spec,Proof of semi-infinite geometric Satake,25874,25877,GLC3,proposition,p:semiinf Sat IC,Spectral semi-infinite category/ies,3815,3818
GLC3:corollary:c:Omega to Omega spec,GLC3:proposition:p:semiinf spec IC dual,GLC3,corollary,c:Omega to Omega spec,Proof of semi-infinite geometric Satake,25874,25877,GLC3,proposition,p:semiinf spec IC dual,Spectral semi-infinite category/ies,3959,3962
GLC3:corollary:c:Omega to Omega spec,GLC3:theorem:t:FG1,GLC3,corollary,c:Omega to Omega spec,Proof of semi-infinite geometric Satake,25874,25877,GLC3,theorem,t:FG1,Proof of \thmref{t:local Jacquet dual enh},9561,9576
GLC3:corollary:c:Omega to Omega spec,GLC3:theorem:t:LS N vs Omega bis,GLC3,corollary,c:Omega to Omega spec,Proof of semi-infinite geometric Satake,25874,25877,GLC3,theorem,t:LS N vs Omega bis,Proof of semi-infinite Casselman-Shalika,24296,24301
GLC3:corollary:c:Omega to Omega spec,GLC3:theorem:t:Whit vs Omega bis,GLC3,corollary,c:Omega to Omega spec,Proof of semi-infinite geometric Satake,25874,25877,GLC3,theorem,t:Whit vs Omega bis,Proof of semi-infinite Casselman-Shalika,24392,24396
GLC3:corollary:c:Omega to Omega spec,GLC3:theorem:t:semiinf CS,GLC3,corollary,c:Omega to Omega spec,Proof of semi-infinite geometric Satake,25874,25877,GLC3,theorem,t:semiinf CS,Spectral semi-infinite category/ies,4071,4088
GLC3:corollary:c:Omega to Omega spec,GLC3:theorem:t:semiinf geom Satake,GLC3,corollary,c:Omega to Omega spec,Proof of semi-infinite geometric Satake,25874,25877,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:corollary:c:fg loc iwahori,GLC3:lemma:l:KM to Sph gen,GLC3,corollary,c:fg loc iwahori,Proof of \thmref{t:FG1},26402,26413,GLC3,lemma,l:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,4905,4920
GLC3:corollary:c:fg loc iwahori,GLC3:theorem:t:FG1,GLC3,corollary,c:fg loc iwahori,Proof of \thmref{t:FG1},26402,26413,GLC3,theorem,t:FG1,Proof of \thmref{t:local Jacquet dual enh},9561,9576
GLC3:corollary:c:fg loc iwahori,GLC3:theorem:t:semiinf geom Satake,GLC3,corollary,c:fg loc iwahori,Proof of \thmref{t:FG1},26402,26413,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:auto0257@L26615,GLC3:theorem:t:FG1,GLC3,remark,,Proof of \thmref{t:FG1},26615,26621,GLC3,theorem,t:FG1,Proof of \thmref{t:local Jacquet dual enh},9561,9576
GLC3:remark:auto0257@L26615,GLC3:theorem:t:vac-to-wak,GLC3,remark,,Proof of \thmref{t:FG1},26615,26621,GLC3,theorem,t:vac-to-wak,Proof of \thmref{t:FG1},26609,26613
GLC3:remark:auto0257@L26615,GLC3:theorem:t:wak-trans,GLC3,remark,,Proof of \thmref{t:FG1},26615,26621,GLC3,theorem,t:wak-trans,Proof of \thmref{t:FG1},26578,26582
GLC3:remark:auto0258@L26953,GLC3:theorem:t:vac-to-wak,GLC3,remark,,Proof of \thmref{t:FG1},26953,26960,GLC3,theorem,t:vac-to-wak,Proof of \thmref{t:FG1},26609,26613
GLC3:lemma:l:iwahori-ds-cons,GLC3:lemma:l:jmath-psi,GLC3,lemma,l:iwahori-ds-cons,Proof of \thmref{t:FG1},26976,26982,GLC3,lemma,l:jmath-psi,Proof of \thmref{t:FG1},26968,26974
GLC3:lemma:l:iwahori-ds-cons,GLC3:theorem:t:vac-to-wak,GLC3,lemma,l:iwahori-ds-cons,Proof of \thmref{t:FG1},26976,26982,GLC3,theorem,t:vac-to-wak,Proof of \thmref{t:FG1},26609,26613
GLC3:lemma:auto0264@L27300,GLC3:lemma:l:iwahori-ds-cons,GLC3,lemma,,Proof of \thmref{t:FG1},27300,27305,GLC3,lemma,l:iwahori-ds-cons,Proof of \thmref{t:FG1},26976,26982
GLC3:lemma:auto0264@L27300,GLC3:proposition:p:jmath-psi-gr,GLC3,lemma,,Proof of \thmref{t:FG1},27300,27305,GLC3,proposition,p:jmath-psi-gr,Proof of \thmref{t:FG1},27137,27152
GLC3:lemma:l:abg-amp,GLC3:lemma:l:iwahori-ds-cons,GLC3,lemma,l:abg-amp,Proof of \thmref{t:FG1},27391,27396,GLC3,lemma,l:iwahori-ds-cons,Proof of \thmref{t:FG1},26976,26982
GLC4:remark:e:FCD quant,GLC4:theorem:t:BG via Op,GLC4,remark,e:FCD quant,Introduction,859,877,GLC4,theorem,t:BG via Op,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",2980,2984
GLC4:remark:e:FCD quant,GLC4:theorem:t:up and down opers,GLC4,remark,e:FCD quant,Introduction,859,877,GLC4,theorem,t:up and down opers,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",3271,3274
GLC4:corollary:e:LL cusp diagram in,GLC4:theorem:t:equiv on Eis,GLC4,corollary,e:LL cusp diagram in,Summary of the Langlands functor,1449,1458,GLC4,theorem,t:equiv on Eis,Summary of the Langlands functor,1338,1340
GLC4:corollary:c:reduce to cusp,GLC4:proposition:p:LL preserves cusp,GLC4,corollary,c:reduce to cusp,Summary of the Langlands functor,1464,1466,GLC4,proposition,p:LL preserves cusp,Summary of the Langlands functor,1439,1441
GLC4:theorem:t:cusp is irred,GLC4:corollary:c:irrred is cusp,GLC4,theorem,t:cusp is irred,Summary of the Langlands functor,1593,1595,GLC4,corollary,c:irrred is cusp,Summary of the Langlands functor,1582,1589
GLC4:theorem:t:cusp is irred,GLC4:proposition:p:Eis is red,GLC4,theorem,t:cusp is irred,Summary of the Langlands functor,1593,1595,GLC4,proposition,p:Eis is red,Summary of the Langlands functor,1567,1574
GLC4:theorem:t:cusp is irred,GLC4:proposition:p:LL preserves cusp,GLC4,theorem,t:cusp is irred,Summary of the Langlands functor,1593,1595,GLC4,proposition,p:LL preserves cusp,Summary of the Langlands functor,1439,1441
GLC4:remark:auto0012@L1663,GLC4:theorem:t:coeff ff on cusp,GLC4,remark,,Summary of the Langlands functor,1663,1666,GLC4,theorem,t:coeff ff on cusp,Summary of the Langlands functor,1766,1770
GLC4:remark:auto0012@L1663,GLC4:theorem:t:cusp cons,GLC4,remark,,Summary of the Langlands functor,1663,1666,GLC4,theorem,t:cusp cons,Summary of the Langlands functor,1659,1661
GLC4:theorem:t:L is cons,GLC4:corollary:c:reduce to cusp,GLC4,theorem,t:L is cons,Summary of the Langlands functor,1672,1674,GLC4,corollary,c:reduce to cusp,Summary of the Langlands functor,1464,1466
GLC4:theorem:t:L is cons,GLC4:theorem:t:cusp cons,GLC4,theorem,t:L is cons,Summary of the Langlands functor,1672,1674,GLC4,theorem,t:cusp cons,Summary of the Langlands functor,1659,1661
GLC4:theorem:t:L is cons,GLC4:theorem:t:cusp is irred,GLC4,theorem,t:L is cons,Summary of the Langlands functor,1672,1674,GLC4,theorem,t:cusp is irred,Summary of the Langlands functor,1593,1595
GLC4:theorem:t:L is cons,GLC4:theorem:t:equiv on Eis,GLC4,theorem,t:L is cons,Summary of the Langlands functor,1672,1674,GLC4,theorem,t:equiv on Eis,Summary of the Langlands functor,1338,1340
GLC4:corollary:c:reduce to A irred,GLC4:theorem:t:equiv on Eis,GLC4,corollary,c:reduce to A irred,Summary of the Langlands functor,1753,1756,GLC4,theorem,t:equiv on Eis,Summary of the Langlands functor,1338,1340
GLC4:corollary:c:L ff on cusp,GLC4:proposition:p:Gamma ff,GLC4,corollary,c:L ff on cusp,Summary of the Langlands functor,1776,1778,GLC4,proposition,p:Gamma ff,Summary of the Langlands functor,1212,1216
GLC4:remark:auto0017@L1815,GLC4:corollary:c:L ff on cusp,GLC4,remark,,Summary of the Langlands functor,1815,1819,GLC4,corollary,c:L ff on cusp,Summary of the Langlands functor,1776,1778
GLC4:remark:auto0017@L1815,GLC4:corollary:c:reduce to A irred,GLC4,remark,,Summary of the Langlands functor,1815,1819,GLC4,corollary,c:reduce to A irred,Summary of the Langlands functor,1753,1756
GLC4:remark:auto0017@L1815,GLC4:theorem:t:coeff ff on cusp,GLC4,remark,,Summary of the Langlands functor,1815,1819,GLC4,theorem,t:coeff ff on cusp,Summary of the Langlands functor,1766,1770
GLC4:lemma:l:Loc spec and dual,GLC4:theorem:t:left adj as dual,GLC4,lemma,l:Loc spec and dual,Left adjoint as the dual,2092,2099,GLC4,theorem,t:left adj as dual,Left adjoint as the dual,2127,2129
GLC4:theorem:t:left adj as dual,GLC4:proposition:p:Gamma ff,GLC4,theorem,t:left adj as dual,Left adjoint as the dual,2127,2129,GLC4,proposition,p:Gamma ff,Summary of the Langlands functor,1212,1216
GLC4:theorem:t:left adj as dual,GLC4:theorem:t:simple Kevin,GLC4,theorem,t:left adj as dual,Left adjoint as the dual,2127,2129,GLC4,theorem,t:simple Kevin,Left adjoint as the dual,2053,2058
GLC4:theorem:t:right adj as dual,GLC4:theorem:t:left adj as dual,GLC4,theorem,t:right adj as dual,Right adjoint as the dual,2258,2260,GLC4,theorem,t:left adj as dual,Left adjoint as the dual,2127,2129
GLC4:theorem:t:A G irred,GLC4:corollary:c:A=B Op,GLC4,theorem,t:A G irred,Right adjoint as the dual,2292,2296,GLC4,corollary,c:A=B Op,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",3019,3023
GLC4:theorem:t:A G irred,GLC4:proposition:p:finite monodromy,GLC4,theorem,t:A G irred,Right adjoint as the dual,2292,2296,GLC4,proposition,p:finite monodromy,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",3047,3050
GLC4:remark:auto0027@L2298,GLC4:proposition:p:Gamma ff,GLC4,remark,,Right adjoint as the dual,2298,2302,GLC4,proposition,p:Gamma ff,Summary of the Langlands functor,1212,1216
GLC4:remark:auto0027@L2298,GLC4:theorem:t:right adj as dual,GLC4,remark,,Right adjoint as the dual,2298,2302,GLC4,theorem,t:right adj as dual,Right adjoint as the dual,2258,2260
GLC4:proposition:p:Loc crit is Loc,GLC4:lemma:l:Loc spec and dual,GLC4,proposition,p:Loc crit is Loc,Right adjoint as the dual,2327,2329,GLC4,lemma,l:Loc spec and dual,Left adjoint as the dual,2092,2099
GLC4:proposition:p:Loc crit and dual,GLC4:proposition:p:Loc crit is Loc,GLC4,proposition,p:Loc crit and dual,Right adjoint as the dual,2359,2363,GLC4,proposition,p:Loc crit is Loc,Right adjoint as the dual,2327,2329
GLC4:proposition:p:dual of Poinc,GLC4:corollary:c:irrred is cusp,GLC4,proposition,p:dual of Poinc,Right adjoint as the dual,2463,2468,GLC4,corollary,c:irrred is cusp,Summary of the Langlands functor,1582,1589
GLC4:proposition:p:dual of Poinc,GLC4:proposition:p:Loc crit and dual,GLC4,proposition,p:dual of Poinc,Right adjoint as the dual,2463,2468,GLC4,proposition,p:Loc crit and dual,Right adjoint as the dual,2359,2363
GLC4:proposition:p:dual of Poinc,GLC4:proposition:p:Loc crit is Loc,GLC4,proposition,p:dual of Poinc,Right adjoint as the dual,2463,2468,GLC4,proposition,p:Loc crit is Loc,Right adjoint as the dual,2327,2329
GLC4:proposition:p:dual of Poinc,GLC4:remark:r:Nilp amb,GLC4,proposition,p:dual of Poinc,Right adjoint as the dual,2463,2468,GLC4,remark,r:Nilp amb,Right adjoint as the dual,2899,2908
GLC4:proposition:p:dual of Poinc,GLC4:theorem:t:A G irred,GLC4,proposition,p:dual of Poinc,Right adjoint as the dual,2463,2468,GLC4,theorem,t:A G irred,Right adjoint as the dual,2292,2296
GLC4:proposition:p:dual of Poinc,GLC4:theorem:t:ambidex,GLC4,proposition,p:dual of Poinc,Right adjoint as the dual,2463,2468,GLC4,theorem,t:ambidex,Right adjoint as the dual,2267,2269
GLC4:proposition:p:dual of Poinc,GLC4:theorem:t:right adj as dual,GLC4,proposition,p:dual of Poinc,Right adjoint as the dual,2463,2468,GLC4,theorem,t:right adj as dual,Right adjoint as the dual,2258,2260
GLC4:proposition:p:dual of Poinc,GLC4:theorem:t:simple Kevin,GLC4,proposition,p:dual of Poinc,Right adjoint as the dual,2463,2468,GLC4,theorem,t:simple Kevin,Left adjoint as the dual,2053,2058
GLC4:remark:auto0034@L2986,GLC4:corollary:c:A G irred,GLC4,remark,,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",2986,2989,GLC4,corollary,c:A G irred,Right adjoint as the dual,2285,2288
