claim_id,paper_key,env,kind,opt_title,label,section,subsection,subsubsection,statement_preview,statement_sha256,tex_file,line_start,line_end
GLC4:corollary:c:A=B Op,GLC4,cor,corollary,,c:A=B Op,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,"\label{c:A=B Op} There is a canonical isomorphism $$\CA_{G,\on{irred}}\simeq \CB^{\Op}_{G,\on{irred}}$$ as objects of $\QCoh(\LS^{\on{irred}}_\cG)$.",f716e98454883a133a2e8426018cc31d7c31e5cb65aeebc75a5b787671242e51,gaits4.tex,3019,3023
GLC4:corollary:c:BG is compact,GLC4,cor,corollary,,c:BG is compact,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,"\label{c:BG is compact} The object $\CB^{\Op}_{G,\on{irred}}\in \QCoh(\LS^{\on{irred}}_\cG)$ is compact.",2a0525b021603368ee70f269ad0a98bccb0668c86ca83a71f5b868cc8f59eae8,gaits4.tex,3027,3029
GLC4:proposition:p:finite monodromy,GLC4,prop,proposition,,p:finite monodromy,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,"\label{p:finite monodromy} The local system $\ul\CB^{\Op}_{G,\on{irred}}$ has a finite monodromy, i.e., it trivializes over a finite \'etale cover of $\LS^{\on{irred}}_\cG$.",9c81d5ca189e45ebb737b79f71e79ebc0bd42dbf993b5df3b95e784851742040,gaits4.tex,3047,3050
GLC4:corollary:auto0039@L3159,GLC4,cor,corollary,,,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,The homology of the fibers of the map $\pi^{\on{irred}}_\Ran$ is acyclic off degree $0$.,2aa5b0b173055a2fbe1c93d1a4bb88b16422392b4bde6f37caf5864a6cf2301b,gaits4.tex,3159,3162
GLC4:corollary:auto0040@L3166,GLC4,cor,corollary,,,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,The connected components of the fibers of the map $\pi^{\on{irred}}_\Ran$ are homologically contractible.,b48faa26cc70050498ff44d640d34887d009dc55cfdbeee7de049627f431de2a,gaits4.tex,3166,3168
GLC4:corollary:c:conn of opers,GLC4,cor,corollary,,c:conn of opers,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,\label{c:conn of opers} The following assertions are equivalent: \smallskip \noindent{\em(i)} The functor $\BL_G$ is equivalence. \smallskip \noindent{\em(ii)} The fibers of the map $\pi^{\on{irred}}_\Ran$ are connected. \smallskip \noindent{\em(iii)} The fibers of the map $\pi^{…,978fec8d4e9e522a0849fd778678233ce90a8dc35d9c4365abc901ed9b9f9f00,gaits4.tex,3174,3189
GLC4:conjecture:c:oper contr,GLC4,conj,conjecture,,c:oper contr,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,\label{c:oper contr} The space of \emph{generic oper structures} on a given irreducible local system is homologically contractible.,12a40ade50bc2061cc427ce95d2fa5477833bd1e1c7b1c05e29377e2ff3a048c,gaits4.tex,3195,3197
GLC4:remark:auto0043@L3199,GLC4,rem,remark,,,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,"Note that the ``bottom"" layer of \conjref{c:oper contr} says that the space of generic oper structures on a given irreducible local system is \emph{non-empty}. This statement is actually a theorem, thanks to \cite{Ari}.",8e1d463092dd335b5ace9275e4fc05f41c8a7f6ab2c2c934709defb5847328a8,gaits4.tex,3199,3203
GLC4:remark:auto0044@L3205,GLC4,rem,remark,,,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,"The assertion of \conjref{c:oper contr} is easy for $G=GL_n$. In particular, in this way we obtain another proof of GLC in this case (i.e., one that is logically different from that in \secref{ss:GLn})\footnote{The difference between the two arguments is that one uses a fully fai…",dfa90e89bbad65200400e355c36d9530e7a568adaf3b3433d6da5a3451d12819,gaits4.tex,3205,3214
GLC4:theorem:t:GLC for class,GLC4,mainthm,theorem,,t:GLC for class,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,\label{t:GLC for class} The geometric Langlands conjecture holds when $G$ is a classical group.,d345cb7176294c3edd98b64b9159ed85ff6d468823ead74bca76fd13f6fa72c5,gaits4.tex,3222,3224
GLC4:remark:auto0046@L3226,GLC4,rem,remark,,,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,"Formally speaking, the main theorem of \cite{BKS} establishes \conjref{c:oper contr} for a slightly different notion of oper, namely, for $\cg$-opers, rather than $\cG$-opers (and it is the latter that appears in \conjref{c:oper contr}). In other words, \cite{BKS} implies \conjre…",1cc3bf7db27c4a9ac81e9190c8cd4387aaa5ee94bc78e2f64c156edb811391ce,gaits4.tex,3226,3237
GLC4:theorem:t:up and down opers,GLC4,thm,theorem,,t:up and down opers,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,"\label{t:up and down opers} The comonad on $\QCoh(\LS^{\on{irred}}_\cG)$ corresponding to \eqref{e:Poinc spec adj again} is given by tensor product with $\CB^{\Op}_{G,\on{irred}}$.",d198db1c530e7a304017ba019885e9d933512f369d4f1507264613539582ea03,gaits4.tex,3271,3274
GLC4:remark:r:coalg,GLC4,rem,remark,,r:coalg,"The expression for \texorpdfstring{$\CA_{G,\on{irred}}$}{AGirred} via opers",,,"\label{r:coalg} Note that \thmref{t:BG via Op} only says that $\CB_{G,\on{irred}}$ and $\CB^{\Op}_{G,\on{irred}}$ are isomorphic as objects of $\QCoh(\LS^{\on{irred}}_\cG)$, but not as co-associative co-algebras. One can upgrade the proof given above to an isomorphism of coalgebr…",d8b5f9fedf7aa6949f056f5b4cffeb889cb870074166661ca6a4425c1d7911f3,gaits4.tex,3321,3354
GLC4:proposition:p:dr to plain,GLC4,prop,proposition,,p:dr to plain,Proof of \thmref{t:up and down opers},,,\label{p:dr to plain} The natural transformation \eqref{e:dr to plain} is an isomorphism when evaluated on objects in the essential image of the functor $$\pi^!_\Ran:\Dmod(\LS_\cG)\to \Dmod(\Op^{\on{mon-free}}_\cG(X^{\on{gen}})_\Ran).$$,8e2954757c8af0d660b038bc21217f5ffdb297c946d4aa7fa6f9271bad82f8ca,gaits4.tex,3386,3390
GLC4:remark:auto0050@L3392,GLC4,rem,remark,,,Proof of \thmref{t:up and down opers},,,"For the validity of \propref{p:dr to plain}, it is essential that we work with the entire $\Ran$ and not a fixed $\ul{x}\in \Ran$.",3be2f18d81f579ea5ba4b6636875667902ab986f5f6ba26539223b19c84b22c5,gaits4.tex,3392,3395
GLC4:proposition:p:Ran emb,GLC4,prop,proposition,,p:Ran emb,Proof of \thmref{t:up and down opers},,,"\label{p:Ran emb} The natural transformation \eqref{e:Ran emb}, composed with the coarsening functor $$\Psi_{\LS_\cG}:\IndCoh(\LS_\cG)\to \QCoh(\LS_\cG),$$ is an isomorphism, when evaluated on objects in the essential image of the functor $$\pi^!_\Ran:\IndCoh(\LS_\cG)\to \IndCoh(…",c4e1db6a319f315bc5477e89699ec6572c4cbf15d5cf3a965cb89ad63505ae1f,gaits4.tex,3412,3418
GLC4:proposition:p:dr to plain rel,GLC4,prop,proposition,,p:dr to plain rel,Proof of \thmref{t:up and down opers},,,\label{p:dr to plain rel} The natural transformation \eqref{e:dr to plain rel} is an isomorphism when evaluated on objects in the essential image of the functor \eqref{e:pullback to rel}.,d2f452c6c536f87ff1679d78ff6cce1363adc20cff194e79de0dd60219179344,gaits4.tex,3527,3530
GLC4:proposition:p:ind oblv Op,GLC4,prop,proposition,,p:ind oblv Op,Proof of \thmref{t:up and down opers},,,"\label{p:ind oblv Op} The counit of the adjunction $$\ind^{\on{rel}}\circ \oblv^{\on{rel}}\to \on{Id}$$ is an isomorphism, when evaluated on objects in the essential image of the functor \eqref{e:pullback to rel}.",e721f8e6e7f67c19a737b056356e2ea7ebb881d5c1f34219e927fa3ec2146d65,gaits4.tex,3534,3538
GLC4:proposition:p:ind oblv YZ,GLC4,prop,proposition,,p:ind oblv YZ,Proof of \thmref{t:up and down opers},,,"\label{p:ind oblv YZ} The counit of the adjunction $$\ind^{\on{rel}}\circ \oblv^{\on{rel}}\to \on{Id}$$ is an isomorphism, when evaluated on objects in the essential image of the pullback functor $$(\pi_{\Ran,\dR^{\on{rel}}})^!:\IndCoh(\on{Sect}_\nabla(X,\CY))\to \IndCoh\left(\le…",a5c68498f9ebce9ddb984a1759f93bc05a52814a4462e5e562d335d233be01b2,gaits4.tex,3619,3624
GLC4:remark:auto0055@L3672,GLC4,rem,remark,,,Proof of \thmref{t:up and down opers},,,"We do not know whether $\QCoh_{\on{co}}(\CW)$ is dualizable. However, $\QCoh_{\on{co}}(\CW)$ is tautologically the pre-dual of $\on{QCoh}(\CW)$, i.e., $$\on{QCoh}(\CW)\simeq \on{Funct}(\QCoh_{\on{co}}(\CW),\Vect),$$ where $\on{Funct}(-,-)$ is the category of colimit-preserving fu…",bbb8dca9d58cdd5e0f8c8020be47def5bdafcf2342b4ccfbe67c9150c5032b80,gaits4.tex,3672,3682
GLC4:remark:r:QCoh* as a sheaf of cats,GLC4,rem,remark,,r:QCoh* as a sheaf of cats,Proof of \thmref{t:up and down opers},,,"\label{r:QCoh* as a sheaf of cats} The assignment $$S\rightsquigarrow \QCoh_{\on{co}}(\CW_\Ran\underset{\Ran}\times S)$$ naturally forms a sheaf of categories over $\Ran$, to be denoted $$\ul{\QCoh_{\on{co}}}(\CW)_\Ran.$$ The above definition of $\QCoh_{\on{co}}(\CW)_\Ran$ is a p…",9b5113d5d7c83926598593637eea1f18afa085d8510c5230a6303212f2065050,gaits4.tex,3772,3791
GLC4:proposition:p:Ran emb abs abs,GLC4,prop,proposition,,p:Ran emb abs abs,Proof of \thmref{t:up and down opers},,,"\label{p:Ran emb abs abs} The natural transformation $$\Gamma^{\IndCoh_\Ran}(\Sectna(X^{\on{gen}},\CZ)_\Ran,-)\circ (s_{\CZ,\Ran})^*\circ (s_{\CZ,\Ran})_*\to \Gamma^{\IndCoh_\Ran}(\Sectna(X^{\on{gen}},\CZ)_\Ran,-)$$ is an isomorphism, when evaluated on the image of $\omega_{\Sect…",648bb15b6928846e59de4dbbc915f4f43c84a5160f51b361cf22754aedc385a0,gaits4.tex,3927,3933
GLC4:remark:r:apply paradigm,GLC4,rem,remark,,r:apply paradigm,Proof of \thmref{t:up and down opers},,,"\label{r:apply paradigm} For our applications, we will take $\CZ=\Op_\cG$ and $\CY=\on{pt}/\cG$ and $\CT:=\Op^{\on{mon-free}}_\cG$. In this case $\on{Sect}_\nabla(X,\CY)=\LS_\cG$, and $\CZ_{\on{Sect}_\nabla(X,\CY)}$ is the D-scheme parameterized by $\LS_\cG$ that classifies oper…",b279961153a088934edb38a0bd4666a331e603427b895784d68217bb1d97d0cd,gaits4.tex,4038,4044
GLC4:proposition:p:Ran emb abs rel,GLC4,prop,proposition,,p:Ran emb abs rel,Proof of \thmref{t:up and down opers},,,"\label{p:Ran emb abs rel} The natural transformation $$(\pi_\Ran)^{\IndCoh_\Ran}_*\circ (s_{\CT,\Ran})^*\circ (s_{\CT,\Ran})_*\to (\pi_\Ran)^{\IndCoh_\Ran}_*$$ is an isomorphism, when evaluated on objects that lie in the essential image of the functor \begin{multline} \label{e:Ra…",66301129b763250c1c0986ce0c1bc3c4620b1ffa209d384b3b3477f37160338f,gaits4.tex,4056,4066
GLC4:lemma:l:str reflects,GLC4,lem,lemma,,l:str reflects,Proof of \propref{p:ind oblv YZ},,,\label{l:str reflects} The natural diagram of categories $$ \xymatrix{ \IndCoh(\CX_{\dr})_{\on{str}} \ar[r]\ar[d] & \IndCoh(\CX)_{\on{str}} \ar[d]\\ \IndCoh(\CX_{\dr}) \ar[r] & \IndCoh(\CX) } $$ is a pullback square.,8bc9ff0027e660113f1ce494a42d0e442f08f7223c06231fcac5f5c4c7aeaa8c,gaits4.tex,4253,4262
GLC4:proposition:p:ind oblv untl,GLC4,prop,proposition,,p:ind oblv untl,Proof of \propref{p:ind oblv YZ},,,"\label{p:ind oblv untl} The counit of the adjunction $$\ind^{\on{rel}}\circ \oblv^{\on{rel}}\to \on{Id}$$ is an isomorphism, when evaluated on objects in the essential image along $\sft^!$ of $$\IndCoh\left(\left(\on{Sect}_\nabla(X^{\on{gen}},\CZ/\CY)_\Ranu\right)_{\dr^{\on{rel}}…",8e47eec21dede45e431cef6abd78b453125252b0c84b39abf860916f02e086a3,gaits4.tex,4301,4307
GLC4:proposition:p:conn autom,GLC4,prop,proposition,,p:conn autom,Proof of \propref{p:ind oblv YZ},,,"\label{p:conn autom} The functor $$\oblv^{\on{rel}}_{\on{untl,str}}: \left(\IndCoh\left((\on{Sect}_\nabla(X^{\on{gen}},\CZ/\CY)_\Ranu)_{\dr^{\on{rel}}}\right)\right)_{\on{str}}\to \left(\IndCoh\left(\on{Sect}_\nabla(X^{\on{gen}},\CZ/\CY)_\Ranu\right)\right)_{\on{str}}$$ is an equ…",c0867ce2a9b69bfc66255a08c02a95a68b60ad819a3d34f274158c0442e4144b,gaits4.tex,4367,4372
GLC4:theorem:t:Nick x,GLC4,thm,theorem,,t:Nick x,Proof of \propref{p:ind oblv YZ},,,"\label{t:Nick x} The functor \begin{multline*} \IndCoh\left(\on{Sect}_\nabla(X-\ul{x},\CZ/\CY)_{\dr^{\on{rel}}}\right)\to \\ \to \IndCoh\left(\on{Sect}_\nabla(X-\ul{x},\CZ/\CY)\right)\underset{\IndCoh\left(\on{Sect}_\nabla(X-\ul{x},\CZ/\CY)\times \Ranu\right)}\times \IndCoh\left(…",959e5a7bc026480f62d193f92f507ac11e6b1622619f12be8abd1fd5988b34f0,gaits4.tex,4444,4453
GLC4:remark:auto0064@L4455,GLC4,rem,remark,,,Proof of \propref{p:ind oblv YZ},,,"In fact, this theorem is a particular case of \cite[Corollary 4.6.10]{Ro}: replace the original $\CZ$ by its restriction of scalars along $X-\ul{x}\to X$.",abef5ee4755f41043330ee0fa296b3eb8b3365237ca6f2f3e1111c1b6fa37504,gaits4.tex,4455,4458
GLC4:theorem:t:Nick fam,GLC4,thm,theorem,,t:Nick fam,Proof of \propref{p:ind oblv YZ},,,"\label{t:Nick fam} The functor \begin{multline} \label{e:Nick fam} \IndCoh\left((\on{Sect}_\nabla(X^{\on{gen}},\CZ/\CY)_\Ranu)_{\dr^{\on{rel}}}\right) \to \\ \to \IndCoh\left(\on{Sect}_\nabla(X^{\on{gen}},\CZ/\CY)_\Ranu\right) \underset{\IndCoh\left(\on{Sect}_\nabla(X^{\on{gen}},…",1644071c81963f86ca9a5530d1c2937b38b9211d23acfe9e9c64de4d4fd99bdd,gaits4.tex,4502,4514
GLC4:lemma:l:cofinal,GLC4,lem,lemma,,l:cofinal,Proof of \propref{p:ind oblv YZ},,,"\label{l:cofinal} The functor $$\IndCoh\left(\on{Sect}_\nabla(X^{\on{gen}},\CZ/\CY)^\wedge_{\on{add}}\right)_{\on{str}}\to \IndCoh\left(\on{Sect}_\nabla(X^{\on{gen}},\CZ/\CY)_{\on{pr}_1}\right)_{\on{str}}$$ is an equivalence.",3026e361f8f2eb071911f4c8b3372dade9880bc659a0f0145198c8b2f3448c0f,gaits4.tex,4538,4542
GLC4:lemma:l:cofinal initial,GLC4,lem,lemma,,l:cofinal initial,Proof of \propref{p:ind oblv YZ},,,"\label{l:cofinal initial} Let $\CW\to \Ranu\times \Ranu$ be a map of categorical prestacks, which is a value-wise co-Cartesian fibration. Then then the induced map $$\CW\underset{\Ranu\times \Ranu,\Delta}\times \Ranu\to \CW$$ induces an isomorphism $$\left(\CW\underset{\Ranu\time…",84700de22afafec744425fbbfce5028d6188b5c296f80c0e95311c17695367e0,gaits4.tex,4586,4592
GLC4:proposition:p:Ran emb unital,GLC4,prop,proposition,,p:Ran emb unital,Proof of \propref{p:Ran emb abs abs},,,"\label{p:Ran emb unital} The natural transformation $$\Gamma^{\IndCoh_\Ran}(\Sectna(X^{\on{gen}},\CZ)_\Ran,-)\circ (s_{\CZ,\Ran})^*\circ (s_{\CZ,\Ran})_*\to \Gamma^{\IndCoh_\Ran}(\Sectna(X^{\on{gen}},\CZ)_\Ran,-)$$ is an isomorphism, when evaluated on the essential image of the f…",cbd56463748a58b3017d559d030ee025c9ad210bf6b0c42796aae41547baa678,gaits4.tex,5007,5012
GLC4:proposition:p:Ran emb unital local,GLC4,prop,proposition,,p:Ran emb unital local,Proof of \propref{p:Ran emb abs abs},,,"\label{p:Ran emb unital local} The natural transformation \begin{multline*} \Gamma^{\IndCoh_\Ran}(\fL_\nabla(\CZ)_\Ran,-) \to \Gamma^{\IndCoh_\Ran}(\fL_\nabla(\CZ)_\Ran,-) \circ (s_{\CZ,\Ran})_* \circ (s_{\CZ,\Ran})^* \simeq \\ \simeq \Gamma^{\IndCoh_\Ran}(\Sectna(X^{\on{gen}},\C…",46762dad8c840234c93a422ea1b37cb7d32f27162c23d26a643a33acce5ddb9e,gaits4.tex,5139,5149
GLC4:proposition:p:fact hom,GLC4,prop,proposition,,p:fact hom,Proof of \propref{p:Ran emb abs abs},,,"\label{p:fact hom} \hfill \smallskip \noindent{\em(a)} The functor $$\QCoh(\fL^+_\nabla(\CZ))_\Ran \overset{(s_{\CZ,\Ran})^*}\longrightarrow \QCoh(\Sectna(X,\CZ))\otimes \IndCoh(\Ran) \overset{\Gamma(\Sectna(X,\CZ),-)\otimes \on{Id}}\longrightarrow \IndCoh(\Ran)$$ identifies cano…",9709806cb94ed8a894ba5a0cdf52d391339e44d8c06548f6bc64fbd7ec52a141,gaits4.tex,5357,5400
GLC4:lemma:l:inherit,GLC4,lem,lemma,,l:inherit,Proof of \propref{p:Ran emb abs abs},,,"\label{l:inherit} The composite functor \begin{multline*} \QCoh_{\on{co}}(\fL_\nabla(\CZ))_\Ranu\overset{\sft^!}\to \QCoh_{\on{co}}(\fL_\nabla(\CZ))_\Ran \overset{\on{ins.unit}}\longrightarrow \\ \to \QCoh_{\on{co}}(\fL_\nabla(\CZ))_{\Ran^{\subseteq},\on{big}} \overset{(p_{\fL^+_…",e1006fc16f1c1d9b403c226c75ec3cf6d7dc04e80b5a5da89953632e0b4904bd,gaits4.tex,5562,5571
GLC4:proposition:p:diag cofinal,GLC4,prop,proposition,,p:diag cofinal,Proof of \propref{p:Ran emb abs abs},,,"\label{p:diag cofinal} The natural transformation \begin{multline*} \Gamma^{\IndCoh}(\Ran,-)\circ \on{diag}^! \simeq \Gamma^{\IndCoh}(\Ran,-)\circ (\on{pr}_{\on{small}})_*\circ \on{diag}_* \circ \on{diag}^! \to \\ \to \Gamma^{\IndCoh}(\Ran,-)\circ (\on{pr}_{\on{small}})_*\simeq \…",694ef56b3989ab17c24b30b32135a48bf68c9ba7885b3aada33101559e71bcf7,gaits4.tex,5597,5606
GLC4:proposition:p:loc unital,GLC4,prop,proposition,,p:loc unital,Proof of \propref{p:Ran emb abs rel},,,"\label{p:loc unital} Let $\CY$ be a D-prestack with an affine diagonal, satisfying the finiteness assumptions of \secref{sss:good D stacks} above. Then the natural transformation $$\Loc_\CY\circ (s_{\CY,\Ran})_*\simeq (\on{Id}\otimes \Gamma^{\IndCoh}(\Ran,-))\circ (s_{\CY,\Ran})^…",ea1ec0aa6f41b7f5b4ebbd4cf66226da3404597fc45a656ad1094c8f12f27833,gaits4.tex,5824,5832
GLC4:proposition:p:loc unital fund,GLC4,prop,proposition,,p:loc unital fund,Proof of \propref{p:Ran emb abs rel},,,"\label{p:loc unital fund} Let $\CY$ be a D-prestack with an affine diagonal, satisfying the finiteness assumptions of \secref{sss:good D stacks} above. Then the counit of the adjunction $$\Loc_\CY\circ \Loc^R_\CY \to \on{Id},$$ is an isomorphism.",5967081a7756fee4cfc84c41d56a9b3c8977944ade83eac79d0544f0376e162d,gaits4.tex,5843,5848
GLC4:corollary:c:loc unital bis,GLC4,cor,corollary,,c:loc unital bis,Proof of \propref{p:Ran emb abs rel},,,"\label{c:loc unital bis} Under the above assumptions on $\CY$, the functor $$\Loc^R_\CY:\QCoh(\on{Sect}(X,\CY))\to \QCoh(\CY)_\Ran$$ is fully faithful.",24282c25fa4463bc48915bf4ade138b804dc9570284e1985eef5342d11bce00b,gaits4.tex,5852,5856
GLC4:remark:auto0076@L5873,GLC4,rem,remark,,,Proof of \propref{p:Ran emb abs rel},,,"As far as the actual proof of \propref{p:loc unital} is concerned, we will first establish \propref{p:loc unital fund}, and then deduce the general case stated in \propref{p:loc unital}.",03638fa4a057ee8d033cf64d3f5c3ae7ef80d164808e2716735a9fec01fd0081,gaits4.tex,5873,5876
GLC4:proposition:p:fact hom rel,GLC4,prop,proposition,,p:fact hom rel,Proof of \propref{p:Ran emb abs rel},,,"\label{p:fact hom rel} The natural transformation \eqref{e:chir hom nat transf rel} is an isomorphism, when evaluated on objects lying in the essential image of the forgetful functor $$\sft^!:\QCoh(\CZ_1)_\Ranu\to \QCoh(\CZ_1)_\Ran.$$",84ab42d7bba1bc7d64a3a4392d438105613f4523a6655c552a1081c3ce309790,gaits4.tex,6182,6186
GLC4:corollary:c:fact hom rel,GLC4,cor,corollary,,c:fact hom rel,Proof of \propref{p:Ran emb abs rel},,,"\label{c:fact hom rel} The natural transformation \eqref{e:chir hom nat transf rel} is an isomorphism, when evaluated on the object $$(p_{\CZ_{1,\Ran}})^*(\omega_\Ran)\in \QCoh(\CZ_1)_\Ran.$$",e2a199c959b3ad50b9e9f4252e02d0961c3a1c13a8e3d2260c5cbb92f89f64da,gaits4.tex,6188,6191
GLC5:remark:auto0001@L981,GLC5,rem,remark,,,Introduction,,,"The outline above uses a special feature of the de Rham setting. By contrast, Betti or \'etale moduli stacks of local systems have infinite dimensional algebras of global functions, while the de Rham moduli stack has very few global functions. For this reason, our strategy does n…",2eaf81f1ac4cb820cf7f166d3dd6f41f7a1a6eb9170cea1ce5ce6e242953e3a0,gaits5.tex,981,997
GLC5:conjecture:c:GLC,GLC5,conj,conjecture,,c:GLC,Summary of the preceding results,,,\label{c:GLC} The functor $\BL_G$ is an equivalence.,670ae095b694706b7af146220c84a104a962be3bc8a66cf658cee73bb62c8cb6,gaits5.tex,1517,1519
GLC5:proposition:p:alm isogeny,GLC5,prop,proposition,,p:alm isogeny,Reduction to the case when \texorpdfstring{$G$}{G} is almost simple and simply-connected,,,\label{p:alm isogeny} The following diagram of functors commutes \begin{equation} \label{e:alm isogeny} \CD \Dmod_{\frac{1}{2}}(\Bun_{G_1}) @>{\BL_{G_1}}>> \IndCoh_\Nilp(\LS_{\cG_1}) \\ @A{\phi^!}AA @A{(\phi^\vee)^\IndCoh_*}AA \\ \Dmod_{\frac{1}{2}}(\Bun_{G_2}) @>{\BL_{G_2}}>> \I…,3dc887b37d9a9b452e6041e884b906078fc68019a793f447241c603243362c08,gaits5.tex,1724,1734
GLC5:remark:auto0004@L1964,GLC5,rem,remark,,,Reduction to the case when \texorpdfstring{$G$}{G} is almost simple and simply-connected,,,Note that the functor $'\!\phi_!$ is \emph{not} the left adjoint of $'\!\phi^!$: the latter would involve an additional step of !-averaging from $\fL^+(G_1)$-equivariance to $\fL^+(G_2)$-equivariance. \medskip Note also that the functor $'\!\phi_!$ is \emph{not} monoidal.,6504d619a5a4c3f8a5c6c945ccd349d862d681ace6cb0fbfa07ce2857c74e1fc,gaits5.tex,1964,1972
GLC5:proposition:p:change group 1,GLC5,prop,proposition,,p:change group 1,Reduction to the case when \texorpdfstring{$G$}{G} is almost simple and simply-connected,,,\label{p:change group 1} The functor $$\QCoh(\LS_{\cG_2})\underset{\QCoh(\LS_{\cG_1})}\otimes \IndCoh_\Nilp(\LS_{\cG_1})\to \IndCoh_\Nilp(\LS_{\cG_2})$$ is an equivalence.,a7829f9e27282400f88416b9730e6610a46a12b3e36518af07e4d1fbd111987b,gaits5.tex,2083,2087
GLC5:theorem:t:change group 2,GLC5,thm,theorem,,t:change group 2,Reduction to the case when \texorpdfstring{$G$}{G} is almost simple and simply-connected,,,\label{t:change group 2} The functor \begin{equation} \label{e:change group 2} \QCoh(\LS_{\cG_2})\underset{\QCoh(\LS_{\cG_1})}\otimes \Dmod_{\frac{1}{2}}(\Bun_{G_1}) \to \Dmod_{\frac{1}{2}}(\Bun_{G_2}) \end{equation} is an equivalence.,1428fa46e19fea9ecdaa29f0c441d0581fb2e350e45f80a88b4250e6e028cee6,gaits5.tex,2096,2102
GLC5:corollary:c:change group,GLC5,cor,corollary,,c:change group,Reduction to the case when \texorpdfstring{$G$}{G} is almost simple and simply-connected,,,\label{c:change group} Suppose that the functor $\BL_{G_1}$ is an equivalence. Then so is $\BL_{G_2}$.,d0c94216bb8340815f0ac09e7ec22c18613dfc24aede5ec684819910974d8712,gaits5.tex,2108,2110
GLC5:corollary:c:prel sc,GLC5,cor,corollary,,c:prel sc,Reduction to the case when \texorpdfstring{$G$}{G} is almost simple and simply-connected,,,"\label{c:prel sc} If GLC holds for $G_{\on{sc}}$, then it also holds for $G$.",3fd579913fdab44268ef58d4714caeeb9066a7e309fab9072cfe262af315da65,gaits5.tex,2120,2122
GLC5:corollary:c:sc,GLC5,cor,corollary,,c:sc,Reduction to the case when \texorpdfstring{$G$}{G} is almost simple and simply-connected,,,"\label{c:sc} If GLC holds for all $G$ that are almost simple and simply-connected, then it holds for any reductive $G$.",2193d8f75b419e048efe0ba57c432187fb614117ced5d8e5ad948a3ef1d430ef,gaits5.tex,2143,2146
GLC5:lemma:l:comps that arise,GLC5,lem,lemma,,l:comps that arise,Reduction to the case when \texorpdfstring{$G$}{G} is almost simple and simply-connected,,,"\label{l:comps that arise} $$\Dmod_{\frac{1}{2}}(\Bun_{G_1})'= \underset{\alpha}\oplus\, \Dmod_{\frac{1}{2}}(\Bun_{G_1})_\alpha,$$ where $\alpha$ runs over the subset consisting of those characters that vanish on $\Gamma$.",95fad64beefb595d7a7c88eeaee22e441b0a496e86f06a50864f6175a8f58a3e,gaits5.tex,2296,2299
GLC5:proposition:p:neutral,GLC5,prop,proposition,,p:neutral,Reduction to the case when \texorpdfstring{$G$}{G} is almost simple and simply-connected,,,\label{p:neutral} The full subcategory $$\Dmod_{\frac{1}{2}}(\Bun_{G_1})' \subset \Dmod_{\frac{1}{2}}(\Bun_{G_1})$$ equals $$\QCoh(\LS'_{\cG_1})\underset{\QCoh(\LS_{\cG_1})}\otimes \Dmod_{\frac{1}{2}}(\Bun_{G_1}).$$,87ffbafe6a6cc87113d826c8eb77281647018a7d086cc36e77212f36180714d9,gaits5.tex,2376,2381
GLC5:proposition:p:genus 1,GLC5,prop,proposition,"\cite{KS}, \cite{BFM}",p:genus 1,Low genus cases,,,"\label{p:genus 1} Let $\sG$ be an adjoint group different from $PGL_n$. Then for a curve of genus $1$, we have $\LS_\sG^{\on{irred}}=\emptyset$.",ecd68f8fa06b6442957effb0aa5abc138111693038a057cef4e56d3561d45270,gaits5.tex,2525,2528
GLC5:remark:auto0013@L2622,GLC5,rem,remark,,,Calculation of the fundamental group,,,"The map \eqref{e:to gerbes} means that to a $\cG$-bundle we can canonically associate an \'etale $\pi_1(\cG)$-gerbe. Namely, this is the gerbe of \'etale-local lifts of our bundle to the simply-connected cover of $\cG$.",3abbcb3fde9072f51eb7b8cac1361227aaa5a8fa23fc467ed9ca10eb76d73d7f,gaits5.tex,2622,2625
GLC5:proposition:p:pi 1 Bun,GLC5,prop,proposition,,p:pi 1 Bun,Calculation of the fundamental group,,,\label{p:pi 1 Bun} The map \eqref{e:to gerbes} defines an isomorphism of $\tau_{\leq 1}$ truncations of \'etale homotopy types.,bfdd58fd5bafd9260a4d29e721437596517c997b688a2e3ecdeb1df33960836c,gaits5.tex,2643,2646
